ics_title,facility_title,standard_title,standard_stage,facility_description,standard_status,is_deleted
11.060,11.060.10,ISO/TR 28642:2011,95.99,Dental materials,Withdrawn,False
11.060,11.060.10,ISO/TR 28642:2016,60.60,Dental materials,Published,False
11.060,11.060.10,ISO 29022:2013,90.93,Dental materials,Published,False
11.060,11.060.15,ISO/CD 8172,30.60,Dental implantsIncluding dentures,Under development,False
11.060,11.060.15,ISO 10451:2002,95.99,Dental implantsIncluding dentures,Withdrawn,False
11.060,11.060.15,ISO/TR 10451:1991,95.99,Dental implantsIncluding dentures,Withdrawn,False
11.060,11.060.15,ISO 10451:2010,90.92,Dental implantsIncluding dentures,Published,False
11.060,11.060.15,ISO/TR 11175:1993,95.99,Dental implantsIncluding dentures,Withdrawn,False
11.060,11.060.15,ISO 11953:2010,90.93,Dental implantsIncluding dentures,Published,False
11.060,11.060.15,ISO/TS 13498:2011,90.93,Dental implantsIncluding dentures,Published,False
11.060,11.060.15,ISO 14727:1998,95.99,Dental implantsIncluding dentures,Withdrawn,False
11.060,11.060.15,ISO 14801:2003,95.99,Dental implantsIncluding dentures,Withdrawn,False
11.060,11.060.15,ISO 14801:2007,95.99,Dental implantsIncluding dentures,Withdrawn,False
11.060,11.060.15,ISO 14801:2016,90.93,Dental implantsIncluding dentures,Published,False
11.060,11.060.15,ISO 16498:2013,90.60,Dental implantsIncluding dentures,Published,False
11.060,11.060.15,ISO/TR 18130:2016,60.60,Dental implantsIncluding dentures,Published,False
11.060,11.060.15,ISO 19429:2015,90.60,Dental implantsIncluding dentures,Published,False
11.060,11.060.15,ISO 22683:2022,60.60,Dental implantsIncluding dentures,Published,False
11.060,11.060.15,ISO 22794:2007,90.93,Dental implantsIncluding dentures,Published,False
11.060,11.060.15,ISO 22803:2004,90.93,Dental implantsIncluding dentures,Published,False
11.060,11.060.15,ISO/TS 22911:2005,95.99,Dental implantsIncluding dentures,Withdrawn,False
11.060,11.060.15,ISO/TS 22911:2016,95.99,Dental implantsIncluding dentures,Withdrawn,False
11.060,11.060.15,ISO/DIS 24466,40.98,Dental implantsIncluding dentures,Deleted,False
11.060,11.060.20,ISO 1797-1:1992,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 1797-1:1992/Amd 1:1997,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 1797-1:2011,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 1797-2:1992,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 1797-3:2013,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 1797:1976,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 1797:1985,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 1797:2017,90.93,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 1942-3:1989,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 1942-3:1989/Amd 1:1992,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 1942-3:1989/Amd 2:1992,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 1942-4:1989,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 1942-4:1989/Amd 1:1992,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 2157:1972,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 2157:1984,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 2157:1992,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 2157:2016,90.93,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 3630-1:1992,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 3630-1:2008,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 3630-1:2019,90.92,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO/CD 3630-1,30.60,"Dental equipmentDental radiographic films, see 37.040.25",Under development,False
11.060,11.060.20,ISO 3630-2:1986,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 3630-2:2000,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 3630-2:2013,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 3630-2:2023,60.60,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 3630-3:1994,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 3630-3:2015,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 3630-3:2021,60.60,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 3630-4:2009,90.92,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 3630-4,60.00,"Dental equipmentDental radiographic films, see 37.040.25",Under development,False
11.060,11.060.20,ISO 3630-5:2011,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 3630-5:2020,60.60,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO/DTR 3630-6,50.00,"Dental equipmentDental radiographic films, see 37.040.25",Under development,False
11.060,11.060.20,ISO 3630:1984,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 3665:1976,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 3823-1:1986,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 3823-1:1997,90.93,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 3823-2:1986,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 3823-2:2003,90.93,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 3823-2:2003/Amd 1:2008,60.60,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 3964:1982,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 3964:2016,90.93,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 3964:2016/Amd 1:2018,60.60,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 4073:1980,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 4073:2009,90.93,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO/FDIS 4865-1,50.20,"Dental equipmentDental radiographic films, see 37.040.25",Under development,False
11.060,11.060.20,ISO 5467-1:2022,60.60,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 5467-2:2022,60.60,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 6360-1:1985,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 6360-1:1985/Add 1:1988,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 6360-2:1986,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 6360-2:1986/Amd 1:1991,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.25,ISO 6360-4:2004,90.93,Dental instruments,Published,False
11.060,11.060.20,ISO 6875:1988,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 6875:1995,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 6875:2011,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7488:1991,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7488:2018,90.20,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 7492:1983,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7492:1997,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7492:2018,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7492:2019,60.60,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 7493:1985,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7493:1997,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7493:1997/Cor 1:1999,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7493:2006,90.93,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 7494-1:2004,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7494-1:2011,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7494-1:2018,90.20,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 7494-2:2003,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7494-2:2015,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7494-2:2022,60.60,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 7494:1990,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7494:1996,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7711-1:1997,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7711-1:1997/Amd 1:2009,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7711-1:2021,60.60,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 7711-1:2021/CD Amd 1,30.20,"Dental equipmentDental radiographic films, see 37.040.25",Under development,False
11.060,11.060.20,ISO 7711-2:1992,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7711-2:2011,90.93,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 7711-3:1992,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7711-3:2004,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7711:1984,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7785-1:1992,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7785-1:1997,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7785-2:1991,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7785-2:1995,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7786:1984,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7786:1990,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7786:2001,90.93,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 7787-1:1984,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7787-1:2016,90.93,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 7787-2:1984,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7787-2:1992,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7787-2:1998,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7787-2:2000,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7787-2:2020,60.60,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 7787-3:1991,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7787-3:2017,90.93,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 7787-4:2002,90.93,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 7885:1996,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7885:2000,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 7885:2010,90.93,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 8170:1985,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 8282:1994,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 8325:1985,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 8325:2004,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.25,ISO 6360-5:2007,90.93,Dental instruments,Published,False
11.060,11.060.20,ISO 8325:2023,60.60,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 9168:1988,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 9168:1991,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 9168:2009,90.93,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 9173-1:1991,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 9173-1:2006,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 9173-1:2016,90.92,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 9173-2:2010,90.93,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 9173-3:2014,90.93,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 9680:1993/Cor 1:1995,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 9680:1993,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 9680:2007,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 9680:2014,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 9680:2021,90.92,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 9687:1993,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 9687:2015,90.93,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 9687:2015/Amd 1:2018,60.60,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 9873:1990,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 9873:1998,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.080,11.080.10,ISO 15883-3:2006,90.92,Sterilizing equipment,Published,False
11.060,11.060.20,ISO 9873:1998/Cor 1:2000,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 9873:2017,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 9873:2019,60.60,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 9997:1990,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 9997:1999,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
11.060,11.060.20,ISO 9997:2020,60.60,"Dental equipmentDental radiographic films, see 37.040.25",Published,False
11.060,11.060.20,ISO 10323:1991,95.99,"Dental equipmentDental radiographic films, see 37.040.25",Withdrawn,False
